id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
3412,O15294,OGT,Homo sapiens (Human),Q13501,SQSTM1,Sequestosome-1,refseq:NP_003891|refseq:NP_001135771|refseq:NP_001135770,pull down,32994395,High throughput,BioGRID,,,
3413,O15294,OGT,Homo sapiens (Human),P62917,RPL8,60S ribosomal protein L8,refseq:NP_001304700|refseq:NP_001304711|refseq:NP_150644|refseq:NP_000964,pull down,32994395,High throughput,BioGRID,,,
3414,O15294,OGT,Homo sapiens (Human),P46777,RPL5,60S ribosomal protein L5,refseq:NP_000960,pull down,32994395,High throughput,BioGRID,,,
3415,O15294,OGT,Homo sapiens (Human),P50395,GDI2,Rab GDP dissociation inhibitor beta,refseq:NP_001108628|refseq:NP_001485,pull down,32994395,High throughput,BioGRID,,,
3416,O15294,OGT,Homo sapiens (Human),Q16537,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,refseq:NP_001269108|refseq:NP_001269109|refseq:NP_001269111|refseq:NP_001269110|refseq:NP_006237,pull down,32994395,High throughput,BioGRID,,,
3417,O15294,OGT,Homo sapiens (Human),Q9NV96,TMEM30A,Cell cycle control protein 50A,refseq:NP_001137430|refseq:NP_060717,pull down,32994395,High throughput,BioGRID,,,
3418,O15294,OGT,Homo sapiens (Human),Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1,refseq:NP_001185727|refseq:NP_001185729|refseq:NP_001185728,pull down,32994395,High throughput,BioGRID,,,
3419,O15294,OGT,Homo sapiens (Human),Q96PM9,ZNF385A,Zinc finger protein 385A,refseq:NP_001276931|refseq:NP_001276930|refseq:NP_001276933|refseq:NP_001124440|refseq:NP_056296|refseq:NP_001124439,pull down,32994395,High throughput,BioGRID,,,
3420,O15294,OGT,Homo sapiens (Human),Q15018,ABRAXAS2,BRISC complex subunit Abraxas 2,refseq:NP_115558,pull down,32994395,High throughput,BioGRID,,,
3421,O15294,OGT,Homo sapiens (Human),Q9BRP1,PDCD2L,Programmed cell death protein 2-like,refseq:NP_115722,pull down,32994395,High throughput,BioGRID,,,
3422,O15294,OGT,Homo sapiens (Human),O75503,CLN5,Ceroid-lipofuscinosis neuronal protein 5,refseq:NP_006484,pull down,32994395,High throughput,BioGRID,,,
3423,O15294,OGT,Homo sapiens (Human),P04066,FUCA1,Tissue alpha-L-fucosidase,refseq:NP_000138,pull down,32994395,High throughput,BioGRID,,,
3424,O15294,OGT,Homo sapiens (Human),P13994,CCDC130,Coiled-coil domain-containing protein 130,refseq:NP_110445,pull down,32994395,High throughput,BioGRID,,,
3425,O15294,OGT,Homo sapiens (Human),Q13188,STK3,Serine/threonine-protein kinase 3,refseq:NP_001243242|refseq:NP_001243241|refseq:NP_006272,pull down,32994395,High throughput,BioGRID,,,
3426,O15294,OGT,Homo sapiens (Human),Q4G148,GXYLT1,Glucoside xylosyltransferase 1,refseq:NP_001093120|refseq:NP_775872,pull down,32994395,High throughput,BioGRID,,,
3427,O15294,OGT,Homo sapiens (Human),Q8WUX9,CHMP7,Charged multivesicular body protein 7,refseq:NP_689485|refseq:NP_001304828|refseq:NP_001350112,pull down,32994395,High throughput,BioGRID,,,
3428,O15294,OGT,Homo sapiens (Human),Q99569,PKP4,Plakophilin-4,refseq:NP_001005476|refseq:NP_001364154|refseq:NP_001364153|refseq:NP_001364152|refseq:NP_001364151|refseq:NP_001291898|refseq:NP_001364150|refseq:NP_001364148|refseq:NP_001364155|refseq:NP_001364149|refseq:NP_001291899|refseq:NP_003619|refseq:NP_001364147|refseq:NP_001291900,pull down,32994395,High throughput,BioGRID,,,
3429,O15294,OGT,Homo sapiens (Human),Q9BUZ4,TRAF4,TNF receptor-associated factor 4,refseq:NP_004286,pull down,32994395,High throughput,BioGRID,,,
3430,O15294,OGT,Homo sapiens (Human),Q9H074,PAIP1,Polyadenylate-binding protein-interacting protein 1,refseq:NP_877590|refseq:NP_899152|refseq:NP_006442,pull down,32994395,High throughput,BioGRID,,,
3431,O15294,OGT,Homo sapiens (Human),Q9NYB0,TERF2IP,Telomeric repeat-binding factor 2-interacting protein 1,refseq:NP_061848,pull down,32994395,High throughput,BioGRID,,,
3432,O15294,OGT,Homo sapiens (Human),Q9UHK0,NUFIP1,Nuclear fragile X mental retardation-interacting protein 1,refseq:NP_036477,pull down,32994395,High throughput,BioGRID,,,
3433,O15294,OGT,Homo sapiens (Human),Q9C0F3,ZNF436,Zinc finger protein 436,refseq:NP_085137|refseq:NP_001070663,pull down,32994395,High throughput,BioGRID,,,
3434,O15294,OGT,Homo sapiens (Human),Q08211,DHX9,ATP-dependent RNA helicase A,refseq:NP_001348,pull down,32994395,High throughput,BioGRID,,,
3435,O15294,OGT,Homo sapiens (Human),Q9Y5X3,SNX5,Sorting nexin-5,refseq:NP_001269383|refseq:NP_055241|refseq:NP_689413,pull down,32994395,High throughput,BioGRID,,,
3436,O15294,OGT,Homo sapiens (Human),O95202,LETM1,Mitochondrial proton/calcium exchanger protein,refseq:NP_036450,pull down,32994395,High throughput,BioGRID,,,
3437,O15294,OGT,Homo sapiens (Human),P12956,XRCC6,X-ray repair cross-complementing protein 6,refseq:NP_001460|refseq:NP_001275905|refseq:NP_001275907|refseq:NP_001275906,pull down,32994395,High throughput,BioGRID,,,
3438,O15294,OGT,Homo sapiens (Human),P22570,FDXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial",refseq:NP_004101|refseq:NP_001244945|refseq:NP_001244944|refseq:NP_001244941|refseq:NP_001244943|refseq:NP_001244942|refseq:NP_077728,pull down,32994395,High throughput,BioGRID,,,
3439,O15294,OGT,Homo sapiens (Human),P27635,RPL10,60S ribosomal protein L10,refseq:NP_001243506|refseq:NP_001243509|refseq:NP_001290553|refseq:NP_006004|refseq:NP_001290555|refseq:NP_001290554,pull down,32994395,High throughput,BioGRID,,,
3440,O15294,OGT,Homo sapiens (Human),P49821,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",refseq:NP_009034|refseq:NP_001159574,pull down,32994395,High throughput,BioGRID,,,
3441,O15294,OGT,Homo sapiens (Human),Q13547,HDAC1,Histone deacetylase 1,refseq:NP_004955,pull down,32994395,High throughput,BioGRID,,,
3442,O15294,OGT,Homo sapiens (Human),Q6P6C2,ALKBH5,RNA demethylase ALKBH5,refseq:NP_060228,pull down,32994395,High throughput,BioGRID,,,
3443,O15294,OGT,Homo sapiens (Human),Q75N03,CBLL1,E3 ubiquitin-protein ligase Hakai,refseq:NP_001271220|refseq:NP_079090,pull down,32994395,High throughput,BioGRID,,,
3444,O15294,OGT,Homo sapiens (Human),Q8NF99,ZNF397,Zinc finger protein 397,refseq:NP_001128650|refseq:NP_115723,pull down,32994395,High throughput,BioGRID,,,
3445,O15294,OGT,Homo sapiens (Human),Q9NP87,POLM,DNA-directed DNA/RNA polymerase mu,refseq:NP_001271260|refseq:NP_037416|refseq:NP_001271259,pull down,32994395,High throughput,BioGRID,,,
3446,O15294,OGT,Homo sapiens (Human),Q9NQZ2,UTP3,Something about silencing protein 10,refseq:NP_065101,pull down,32994395,High throughput,BioGRID,,,
3447,O15294,OGT,Homo sapiens (Human),Q9NUQ6,SPATS2L,SPATS2-like protein,refseq:NP_056350|refseq:NP_001093894|refseq:NP_001093893|refseq:NP_001093892|refseq:NP_001269673|refseq:NP_001269672|refseq:NP_001269664,pull down,32994395,High throughput,BioGRID,,,
3448,O15294,OGT,Homo sapiens (Human),Q14241,ELOA,Elongin-A,refseq:NP_003189,pull down,32994395,High throughput,BioGRID,,,
3449,O15294,OGT,Homo sapiens (Human),Q9Y5J1,UTP18,U3 small nucleolar RNA-associated protein 18 homolog,refseq:NP_057085,pull down,32994395,High throughput,BioGRID,,,
3450,O15294,OGT,Homo sapiens (Human),Q9BTE6,AARSD1,Alanyl-tRNA editing protein Aarsd1,refseq:NP_001248363,pull down,32994395,High throughput,BioGRID,,,
3451,O15294,OGT,Homo sapiens (Human),Q5VV42,CDKAL1,Threonylcarbamoyladenosine tRNA methylthiotransferase,refseq:NP_060244,pull down,32994395,High throughput,BioGRID,,,
3452,O15294,OGT,Homo sapiens (Human),Q9H6Y2,WDR55,WD repeat-containing protein 55,refseq:NP_060176,pull down,32994395,High throughput,BioGRID,,,
3453,O15294,OGT,Homo sapiens (Human),Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial",refseq:NP_001273961|refseq:NP_001273960|refseq:NP_038470|refseq:NP_001273962,pull down,32994395,High throughput,BioGRID,,,
3454,O15294,OGT,Homo sapiens (Human),Q8WWM7,ATXN2L,Ataxin-2-like protein,refseq:NP_680781|refseq:NP_001295159|refseq:NP_680780|refseq:NP_663760|refseq:NP_009176|refseq:NP_680782|refseq:NP_059867,pull down,32994395,High throughput,BioGRID,,,
3455,O15294,OGT,Homo sapiens (Human),P17987,TCP1,T-complex protein 1 subunit alpha,refseq:NP_110379|refseq:NP_001008897,pull down,32994395,High throughput,BioGRID,,,
3456,O15294,OGT,Homo sapiens (Human),P26373,RPL13,60S ribosomal protein L13,refseq:NP_150254|refseq:NP_001230060|refseq:NP_000968|refseq:NP_001230059,pull down,32994395,High throughput,BioGRID,,,
3457,O15294,OGT,Homo sapiens (Human),P39023,RPL3,60S ribosomal protein L3,refseq:NP_001029025|refseq:NP_000958,pull down,32994395,High throughput,BioGRID,,,
3458,O15294,OGT,Homo sapiens (Human),Q99541,PLIN2,Perilipin-2,refseq:NP_001113,pull down,32994395,High throughput,BioGRID,,,
3459,O15294,OGT,Homo sapiens (Human),O15392,BIRC5,Baculoviral IAP repeat-containing protein 5,refseq:NP_001159|refseq:NP_001012270|refseq:NP_001012271,pull down,32994395,High throughput,BioGRID,,,
3460,O15294,OGT,Homo sapiens (Human),P02749,APOH,Beta-2-glycoprotein 1,refseq:NP_000033,pull down,32994395,High throughput,BioGRID,,,
3461,O15294,OGT,Homo sapiens (Human),P05787,KRT8,"Keratin, type II cytoskeletal 8",refseq:NP_002264|refseq:NP_001243211|refseq:NP_001243222,pull down,32994395,High throughput,BioGRID,,,
3462,O15294,OGT,Homo sapiens (Human),P22307,SCP2,Sterol carrier protein 2,refseq:NP_001007101|refseq:NP_001180528|refseq:NP_001180529|refseq:NP_001007100|refseq:NP_001007251|refseq:NP_002970|refseq:NP_001007099|refseq:NP_001180546,pull down,32994395,High throughput,BioGRID,,,
3463,O15294,OGT,Homo sapiens (Human),P51649,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",refseq:NP_733936|refseq:NP_001071,pull down,32994395,High throughput,BioGRID,,,
3464,O15294,OGT,Homo sapiens (Human),P62847,RPS24,40S ribosomal protein S24,refseq:NP_001135755|refseq:NP_148982|refseq:NP_001135754|refseq:NP_001135757|refseq:NP_001135756|refseq:NP_001017,pull down,32994395,High throughput,BioGRID,,,
3465,O15294,OGT,Homo sapiens (Human),Q01844,EWSR1,RNA-binding protein EWS,refseq:NP_001156758|refseq:NP_001156759|refseq:NP_005234|refseq:NP_053733|refseq:NP_001156757,pull down,32994395,High throughput,BioGRID,,,
3466,O15294,OGT,Homo sapiens (Human),Q4V339,CBWD6,COBW domain-containing protein 6,refseq:NP_001078926|refseq:NP_001373805|refseq:NP_001373806,pull down,32994395,High throughput,BioGRID,,,
3467,O15294,OGT,Homo sapiens (Human),Q5QJ74,TBCEL,Tubulin-specific chaperone cofactor E-like protein,refseq:NP_001123519|refseq:NP_689928,pull down,32994395,High throughput,BioGRID,,,
3468,O15294,OGT,Homo sapiens (Human),Q6PEV8,FAM199X,Protein FAM199X,refseq:NP_997201,pull down,32994395,High throughput,BioGRID,,,
3469,O15294,OGT,Homo sapiens (Human),Q7L2K0,TEDC2,Tubulin epsilon and delta complex protein 2,refseq:NP_079384,pull down,32994395,High throughput,BioGRID,,,
3470,O15294,OGT,Homo sapiens (Human),Q86Y07,VRK2,Serine/threonine-protein kinase VRK2,refseq:NP_001275765|refseq:NP_001275767|refseq:NP_001275766|refseq:NP_001275768|refseq:NP_001123952|refseq:NP_001123953|refseq:NP_001123954|refseq:NP_001123955|refseq:NP_006287,pull down,32994395,High throughput,BioGRID,,,
3471,O15294,OGT,Homo sapiens (Human),Q86YB8,ERO1B,ERO1-like protein beta,refseq:NP_063944,pull down,32994395,High throughput,BioGRID,,,
3472,O15294,OGT,Homo sapiens (Human),Q8IV08,PLD3,5'-3' exonuclease PLD3,refseq:NP_001278240|refseq:NP_001026866|refseq:NP_036400,pull down,32994395,High throughput,BioGRID,,,
3473,O15294,OGT,Homo sapiens (Human),Q92791,P3H4,Endoplasmic reticulum protein SC65,refseq:NP_006446,pull down,32994395,High throughput,BioGRID,,,
3474,O15294,OGT,Homo sapiens (Human),Q96SL8,FIZ1,Flt3-interacting zinc finger protein 1,refseq:NP_116225,pull down,32994395,High throughput,BioGRID,,,
3475,O15294,OGT,Homo sapiens (Human),Q99741,CDC6,Cell division control protein 6 homolog,refseq:NP_001245,pull down,32994395,High throughput,BioGRID,,,
3476,O15294,OGT,Homo sapiens (Human),Q9NPQ8,RIC8A,Synembryn-A,refseq:NP_001373870|refseq:NP_001373871|refseq:NP_001273063|refseq:NP_068751,pull down,32994395,High throughput,BioGRID,,,
3477,O15294,OGT,Homo sapiens (Human),Q9NS84,CHST7,Carbohydrate sulfotransferase 7,refseq:NP_063939,pull down,32994395,High throughput,BioGRID,,,
3478,O15294,OGT,Homo sapiens (Human),Q9NYB9,ABI2,Abl interactor 2,refseq:NP_001362652|refseq:NP_001362653|refseq:NP_001362650|refseq:NP_001362651|refseq:NP_001362656|refseq:NP_001362657|refseq:NP_001362654|refseq:NP_001362655|refseq:NP_001362658|refseq:NP_001362659|refseq:NP_001362648|refseq:NP_001362646|refseq:NP_001362641|refseq:NP_001362640|refseq:NP_001362643|refseq:NP_001362638|refseq:NP_001362639|refseq:NP_001362631|refseq:NP_001362633|refseq:NP_001362635|refseq:NP_001362636|refseq:NP_001362637|refseq:NP_001269861|refseq:NP_001362628|refseq:NP_001362622|refseq:NP_001362621|refseq:NP_001362620|refseq:NP_001362627|refseq:NP_001362625|refseq:NP_001362624|refseq:NP_001269856|refseq:NP_001269854|refseq:NP_001269855|refseq:NP_001362616|refseq:NP_001362617|refseq:NP_001362614|refseq:NP_001362615|refseq:NP_001362612|refseq:NP_001362613|refseq:NP_001362610|refseq:NP_001362611|refseq:NP_001362618|refseq:NP_001362619|refseq:NP_001362599|refseq:NP_001362598|refseq:NP_001362595|refseq:NP_001362594|refseq:NP_001362597|refseq:NP_001362596|refseq:NP_001362591|refseq:NP_001362593|refseq:NP_001362592|refseq:NP_001362601|refseq:NP_001362600|refseq:NP_001362603|refseq:NP_001362602|refseq:NP_001362605|refseq:NP_001362604|refseq:NP_001362607|refseq:NP_001362606|refseq:NP_001362609|refseq:NP_001362608|refseq:NP_005750|refseq:NP_001362681|refseq:NP_001362680|refseq:NP_001362683|refseq:NP_001362682|refseq:NP_001362684|refseq:NP_001362674|refseq:NP_001362675|refseq:NP_001362676|refseq:NP_001362677|refseq:NP_001362670|refseq:NP_001362671|refseq:NP_001362672|refseq:NP_001362673|refseq:NP_001362678|refseq:NP_001362679|refseq:NP_001362667|refseq:NP_001362666|refseq:NP_001362665|refseq:NP_001362664|refseq:NP_001362663|refseq:NP_001362662|refseq:NP_001362661|refseq:NP_001362660|refseq:NP_001362669|refseq:NP_001362668,pull down,32994395,High throughput,BioGRID,,,
3479,O15294,OGT,Homo sapiens (Human),Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,refseq:NP_001131136|refseq:NP_057322,pull down,32994395,High throughput,BioGRID,,,
3480,O15294,OGT,Homo sapiens (Human),Q9UNW1,MINPP1,Multiple inositol polyphosphate phosphatase 1,refseq:NP_001171588|refseq:NP_004888|refseq:NP_001171589,pull down,32994395,High throughput,BioGRID,,,
3481,O15294,OGT,Homo sapiens (Human),Q8IY81,FTSJ3,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3,refseq:NP_060117,pull down,32994395,High throughput,BioGRID,,,
3482,O15294,OGT,Homo sapiens (Human),Q96P11,NSUN5,28S rRNA (cytosine-C(5))-methyltransferase,refseq:NP_060514|refseq:NP_001161820|refseq:NP_001161819|refseq:NP_683759,pull down,32994395,High throughput,BioGRID,,,
3483,O15294,OGT,Homo sapiens (Human),Q9BPX6,MICU1,"Calcium uptake protein 1, mitochondrial",refseq:NP_006068|refseq:NP_001182448|refseq:NP_001182447,pull down,32994395,High throughput,BioGRID,,,
3484,O15294,OGT,Homo sapiens (Human),Q5T280,SPOUT1,Putative methyltransferase C9orf114,refseq:NP_057474,pull down,32994395,High throughput,BioGRID,,,
3485,O15294,OGT,Homo sapiens (Human),P48163,ME1,NADP-dependent malic enzyme,refseq:NP_002386,pull down,32994395,High throughput,BioGRID,,,
3486,O15294,OGT,Homo sapiens (Human),Q3KQU3,MAP7D1,MAP7 domain-containing protein 1,refseq:NP_060537|refseq:NP_001273295|refseq:NP_001273294,pull down,32994395,High throughput,BioGRID,,,
3487,O15294,OGT,Homo sapiens (Human),Q6P9B6,MEAK7,MTOR-associated protein MEAK7,refseq:NP_065998,pull down,32994395,High throughput,BioGRID,,,
3488,O15294,OGT,Homo sapiens (Human),Q15046,KARS1,Lysine--tRNA ligase,refseq:NP_001365077|refseq:NP_005539|refseq:NP_001123561,pull down,32994395,High throughput,BioGRID,,,
3489,O15294,OGT,Homo sapiens (Human),Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,refseq:NP_060016,pull down,32994395,High throughput,BioGRID,,,
