id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
1805,O15294,OGT,Homo sapiens (Human),Q9H6F5,CCDC86,Coiled-coil domain-containing protein 86,refseq:NP_077003,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1806,O15294,OGT,Homo sapiens (Human),Q9Y5Q9,GTF3C3,General transcription factor 3C polypeptide 3,refseq:NP_001193703|refseq:NP_036218,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1807,O15294,OGT,Homo sapiens (Human),F5H315,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1808,O15294,OGT,Homo sapiens (Human),H3BV80,RNPS1,RNA-binding protein with serine-rich domain 1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1809,O15294,OGT,Homo sapiens (Human),P53618,COPB1,Coatomer subunit beta,refseq:NP_001137533|refseq:NP_001137534|refseq:NP_057535,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1810,O15294,OGT,Homo sapiens (Human),P69905,HBA1,Hemoglobin subunit alpha,refseq:NP_000508|refseq:NP_000549,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1811,O15294,OGT,Homo sapiens (Human),Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,refseq:NP_001307324|refseq:NP_001307326|refseq:NP_001307327|refseq:NP_001307328|refseq:NP_001307329|refseq:NP_001307330|refseq:NP_065090,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1812,O15294,OGT,Homo sapiens (Human),B7WPG3,HNRNPLL,Heterogeneous nuclear ribonucleoprotein L-like,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1813,O15294,OGT,Homo sapiens (Human),Q9NY12,GAR1,H/ACA ribonucleoprotein complex subunit 1,refseq:NP_061856|refseq:NP_127460,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1814,O15294,OGT,Homo sapiens (Human),P55884,EIF3B,Eukaryotic translation initiation factor 3 subunit B,refseq:NP_001032360|refseq:NP_003742|refseq:XP_011513901|refseq:XP_011513902|refseq:XP_016868241,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1815,O15294,OGT,Homo sapiens (Human),Q9NQ55,PPAN,Suppressor of SWI4 1 homolog,refseq:NP_001035754|refseq:NP_064615,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1816,O15294,OGT,Homo sapiens (Human),P62847,RPS24,40S ribosomal protein S24,refseq:NP_001017|refseq:NP_001135755|refseq:NP_001135757|refseq:NP_148982,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1817,O15294,OGT,Homo sapiens (Human),O00629,KPNA4,Importin subunit alpha-3,refseq:NP_002259,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1818,O15294,OGT,Homo sapiens (Human),Q9Y5Q8,GTF3C5,General transcription factor 3C polypeptide 5,refseq:NP_001116295|refseq:NP_001273638|refseq:NP_036219,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1819,O15294,OGT,Homo sapiens (Human),Q7L0Y3,TRMT10C,tRNA methyltransferase 10 homolog C,refseq:NP_060289,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1820,O15294,OGT,Homo sapiens (Human),E9PL22,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1821,O15294,OGT,Homo sapiens (Human),Q06830,PRDX1,Peroxiredoxin-1,refseq:NP_001189360|refseq:NP_002565|refseq:NP_859047|refseq:NP_859048,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1822,O15294,OGT,Homo sapiens (Human),P07814,EPRS1,Bifunctional glutamate/proline--tRNA ligase,refseq:NP_004437,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1823,O15294,OGT,Homo sapiens (Human),Q9Y6M1,IGF2BP2,Insulin-like growth factor 2 mRNA-binding protein 2,refseq:NP_001007226|refseq:NP_001278801|refseq:NP_001278802|refseq:NP_001278803|refseq:NP_001278804|refseq:NP_006539,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1824,O15294,OGT,Homo sapiens (Human),Q96FF9,CDCA5,Sororin,refseq:NP_542399,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1825,O15294,OGT,Homo sapiens (Human),P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,refseq:NP_001191331|refseq:NP_002755,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1826,O15294,OGT,Homo sapiens (Human),Q01780,EXOSC10,Exosome component 10,refseq:NP_001001998|refseq:NP_002676,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1827,O15294,OGT,Homo sapiens (Human),Q9NQT5,EXOSC3,Exosome complex component RRP40,refseq:NP_001002269|refseq:NP_057126,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1828,O15294,OGT,Homo sapiens (Human),P35226,BMI1,Polycomb complex protein BMI-1,refseq:NP_001190991|refseq:NP_005171,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1829,O15294,OGT,Homo sapiens (Human),Q15365,PCBP1,Poly(rC)-binding protein 1,refseq:NP_006187,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1830,O15294,OGT,Homo sapiens (Human),P14625,HSP90B1,Endoplasmin,refseq:NP_003290,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1831,O15294,OGT,Homo sapiens (Human),Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta,refseq:NP_005751,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1832,O15294,OGT,Homo sapiens (Human),Q99615,DNAJC7,DnaJ homolog subfamily C member 7,refseq:NP_001138238|refseq:NP_003306|refseq:XP_011523469|refseq:XP_011523470|refseq:XP_011523471|refseq:XP_016880483,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1833,O15294,OGT,Homo sapiens (Human),O00567,NOP56,Nucleolar protein 56,refseq:NP_006383,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1834,O15294,OGT,Homo sapiens (Human),Q06330,RBPJ,Recombining binding protein suppressor of hairless,refseq:NP_005340|refseq:NP_056958|refseq:NP_976028|refseq:NP_976029|refseq:XP_005248218|refseq:XP_011512142|refseq:XP_016863661|refseq:XP_016863662|refseq:XP_016863663|refseq:XP_016863664,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1835,O15294,OGT,Homo sapiens (Human),Q86V81,ALYREF,THO complex subunit 4,refseq:NP_005773,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1836,O15294,OGT,Homo sapiens (Human),Q9UKA9,PTBP2,Polypyrimidine tract-binding protein 2,refseq:NP_001287914|refseq:NP_001287915|refseq:NP_001287916|refseq:NP_001287917|refseq:NP_001287918|refseq:NP_001287919|refseq:NP_067013,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1837,O15294,OGT,Homo sapiens (Human),Q9H078,CLPB,Caseinolytic peptidase B protein homolog,refseq:NP_001245321|refseq:NP_001245322|refseq:NP_001245323|refseq:NP_110440,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1838,O15294,OGT,Homo sapiens (Human),Q7Z6I8,C5orf24,UPF0461 protein C5orf24,refseq:NP_001129058|refseq:NP_001287823|refseq:NP_689622|refseq:XP_005271946|refseq:XP_016864538|refseq:XP_016864539,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1839,O15294,OGT,Homo sapiens (Human),Q8TDD1,DDX54,ATP-dependent RNA helicase DDX54,refseq:NP_001104792|refseq:NP_076977,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1840,O15294,OGT,Homo sapiens (Human),O94973,AP2A2,AP-2 complex subunit alpha-2,refseq:NP_001229766|refseq:NP_036437,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1841,O15294,OGT,Homo sapiens (Human),P62269,RPS18,40S ribosomal protein S18,refseq:NP_072045,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1842,O15294,OGT,Homo sapiens (Human),O75530,EED,Polycomb protein EED,refseq:NP_001294936|refseq:NP_003788,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1843,O15294,OGT,Homo sapiens (Human),Q9Y5B6,PAXBP1,PAX3- and PAX7-binding protein 1,refseq:NP_037461|refseq:NP_057715,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1844,O15294,OGT,Homo sapiens (Human),Q9Y2R9,MRPS7,"28S ribosomal protein S7, mitochondrial",refseq:NP_057055,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1845,O15294,OGT,Homo sapiens (Human),H0Y8E6,MCM2,DNA replication licensing factor MCM2,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1846,O15294,OGT,Homo sapiens (Human),P15927,RPA2,Replication protein A 32 kDa subunit,refseq:NP_001273005|refseq:NP_001284487|refseq:NP_002937,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1847,O15294,OGT,Homo sapiens (Human),Q9P015,MRPL15,"39S ribosomal protein L15, mitochondrial",refseq:NP_054894,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1848,O15294,OGT,Homo sapiens (Human),Q68E01,INTS3,Integrator complex subunit 3,refseq:NP_001311404|refseq:NP_075391|refseq:XP_005245518,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1849,O15294,OGT,Homo sapiens (Human),Q99549,MPHOSPH8,M-phase phosphoprotein 8,refseq:NP_059990,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1850,O15294,OGT,Homo sapiens (Human),Q9BQG0,MYBBP1A,Myb-binding protein 1A,refseq:NP_001099008|refseq:NP_055335,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1851,O15294,OGT,Homo sapiens (Human),Q96B54,ZNF428,Zinc finger protein 428,refseq:NP_872304,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1852,O15294,OGT,Homo sapiens (Human),Q96EE3,SEH1L,Nucleoporin SEH1,refseq:NP_001013455|refseq:NP_112493,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1853,O15294,OGT,Homo sapiens (Human),P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",refseq:NP_004981,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1854,O15294,OGT,Homo sapiens (Human),K7EPT6,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1855,O15294,OGT,Homo sapiens (Human),E7EUT5,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1856,O15294,OGT,Homo sapiens (Human),O60216,RAD21,Double-strand-break repair protein rad21 homolog,refseq:NP_006256,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1857,O15294,OGT,Homo sapiens (Human),P61221,ABCE1,ATP-binding cassette sub-family E member 1,refseq:NP_001035809|refseq:NP_002931,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1858,O15294,OGT,Homo sapiens (Human),Q96EY1,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",refseq:NP_001128582|refseq:NP_001273445|refseq:NP_005138,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1859,O15294,OGT,Homo sapiens (Human),Q9NRZ9,HELLS,Lymphoid-specific helicase,refseq:NP_001275996|refseq:NP_001275997|refseq:NP_001275998|refseq:NP_001275999|refseq:NP_001276000|refseq:NP_001276001|refseq:NP_001276002|refseq:NP_001276003|refseq:NP_001276004|refseq:NP_060533,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1860,O15294,OGT,Homo sapiens (Human),F5H4G7,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1861,O15294,OGT,Homo sapiens (Human),Q96GQ7,DDX27,Probable ATP-dependent RNA helicase DDX27,refseq:NP_060365,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1862,O15294,OGT,Homo sapiens (Human),Q8IY37,DHX37,Probable ATP-dependent RNA helicase DHX37,refseq:NP_116045,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1863,O15294,OGT,Homo sapiens (Human),Q14739,LBR,Delta(14)-sterol reductase LBR,refseq:NP_002287|refseq:NP_919424|refseq:XP_011542487,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1864,O15294,OGT,Homo sapiens (Human),Q8N163,CCAR2,Cell cycle and apoptosis regulator protein 2,refseq:NP_066997,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1865,O15294,OGT,Homo sapiens (Human),Q13148,TARDBP,TAR DNA-binding protein 43,refseq:NP_031401|refseq:XP_016856352|refseq:XP_016856353|refseq:XP_016856354|refseq:XP_016856355|refseq:XP_016856356|refseq:XP_016856357,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1866,O15294,OGT,Homo sapiens (Human),Q9HAV0,GNB4,Guanine nucleotide-binding protein subunit beta-4,refseq:NP_067642|refseq:XP_005247749|refseq:XP_006713784,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1867,O15294,OGT,Homo sapiens (Human),P54727,RAD23B,UV excision repair protein RAD23 homolog B,refseq:NP_001231653|refseq:NP_002865,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1868,O15294,OGT,Homo sapiens (Human),G3V5V3,NEMF,Nuclear export mediator factor NEMF,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1869,O15294,OGT,Homo sapiens (Human),P62140,PPP1CB,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,refseq:NP_002700|refseq:NP_996759,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1870,O15294,OGT,Homo sapiens (Human),E9PQW4,MAPK3,Mitogen-activated protein kinase,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1871,O15294,OGT,Homo sapiens (Human),Q5QJE6,DNTTIP2,Deoxynucleotidyltransferase terminal-interacting protein 2,refseq:NP_055412,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1872,O15294,OGT,Homo sapiens (Human),Q9UJS0,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2,refseq:NP_001153682|refseq:NP_055066,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1873,O15294,OGT,Homo sapiens (Human),C9J384,CMSS1,Protein CMSS1,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1874,O15294,OGT,Homo sapiens (Human),Q13112,CHAF1B,Chromatin assembly factor 1 subunit B,refseq:NP_005432|refseq:XP_016883966|refseq:XP_016883967,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1875,O15294,OGT,Homo sapiens (Human),O60318,MCM3AP,Germinal-center associated nuclear protein,refseq:NP_003897|refseq:XP_005261260|refseq:XP_005261261|refseq:XP_005261262,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1876,O15294,OGT,Homo sapiens (Human),Q9H7D7,WDR26,WD repeat-containing protein 26,refseq:NP_001108585|refseq:NP_079436,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1877,O15294,OGT,Homo sapiens (Human),Q5D862,FLG2,Filaggrin-2,refseq:NP_001014364,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1878,O15294,OGT,Homo sapiens (Human),Q8WWK9,CKAP2,Cytoskeleton-associated protein 2,refseq:NP_001091995|refseq:NP_001273615|refseq:NP_001273616|refseq:NP_060674,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1879,O15294,OGT,Homo sapiens (Human),P36578,RPL4,60S ribosomal protein L4,refseq:NP_000959,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1880,O15294,OGT,Homo sapiens (Human),P01615,IGKV2D-28,Immunoglobulin kappa variable 2D-28,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1881,O15294,OGT,Homo sapiens (Human),H7BYN4,KIF23,Kinesin-like protein,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1882,O15294,OGT,Homo sapiens (Human),P49915,GMPS,GMP synthase [glutamine-hydrolyzing],refseq:NP_003866,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1883,O15294,OGT,Homo sapiens (Human),O94880,PHF14,PHD finger protein 14,refseq:NP_055475,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1884,O15294,OGT,Homo sapiens (Human),Q14257,RCN2,Reticulocalbin-2,refseq:NP_001258766|refseq:NP_002893,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1885,O15294,OGT,Homo sapiens (Human),E7EPB3,RPL14,60S ribosomal protein L14,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1886,O15294,OGT,Homo sapiens (Human),Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,refseq:NP_004452,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1887,O15294,OGT,Homo sapiens (Human),C9JQV0,C7orf50,Uncharacterized protein C7orf50,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1888,O15294,OGT,Homo sapiens (Human),Q5HY54,,,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1889,O15294,OGT,Homo sapiens (Human),Q9NQ92,COPRS,Coordinator of PRMT5 and differentiation stimulator,refseq:NP_060875,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1890,O15294,OGT,Homo sapiens (Human),Q9BT78,COPS4,COP9 signalosome complex subunit 4,refseq:NP_001244935|refseq:NP_001317656|refseq:NP_057213,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1891,O15294,OGT,Homo sapiens (Human),P28482,MAPK1,Mitogen-activated protein kinase 1,refseq:NP_002736|refseq:NP_620407,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1892,O15294,OGT,Homo sapiens (Human),Q9NW13,RBM28,RNA-binding protein 28,refseq:NP_001159607|refseq:NP_060547,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1893,O15294,OGT,Homo sapiens (Human),Q9Y262,EIF3L,Eukaryotic translation initiation factor 3 subunit L,refseq:NP_001229852|refseq:NP_057175,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1894,O15294,OGT,Homo sapiens (Human),P61353,RPL27,60S ribosomal protein L27,refseq:NP_000979,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1895,O15294,OGT,Homo sapiens (Human),Q9Y3Y2,CHTOP,Chromatin target of PRMT1 protein,refseq:NP_001193541|refseq:NP_001231593|refseq:NP_001304006|refseq:NP_056422,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1896,O15294,OGT,Homo sapiens (Human),P68363,TUBA1B,Tubulin alpha-1B chain,refseq:NP_006073,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1897,O15294,OGT,Homo sapiens (Human),G5E972,TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma",refseq:NP_001294904,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1898,O15294,OGT,Homo sapiens (Human),P43246,MSH2,DNA mismatch repair protein Msh2,refseq:NP_000242|refseq:NP_001245210,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1899,O15294,OGT,Homo sapiens (Human),Q9Y2K7,KDM2A,Lysine-specific demethylase 2A,refseq:NP_001243334|refseq:NP_036440|refseq:XP_011543163,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1900,O15294,OGT,Homo sapiens (Human),E7EU96,CSNK2A1,Casein kinase II subunit alpha,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1901,O15294,OGT,Homo sapiens (Human),Q12872,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",refseq:NP_001248340|refseq:NP_004583,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1902,O15294,OGT,Homo sapiens (Human),F8WCU9,ARID2,AT-rich interactive domain-containing protein 2,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1903,O15294,OGT,Homo sapiens (Human),P67809,YBX1,Y-box-binding protein 1,refseq:NP_004550,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1904,O15294,OGT,Homo sapiens (Human),Q6KB66,KRT80,"Keratin, type II cytoskeletal 80",refseq:NP_001074961|refseq:NP_872313,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1905,O15294,OGT,Homo sapiens (Human),Q00577,PURA,Transcriptional activator protein Pur-alpha,refseq:NP_005850,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1906,O15294,OGT,Homo sapiens (Human),Q8IYB3,SRRM1,Serine/arginine repetitive matrix protein 1,refseq:NP_001290377|refseq:NP_001290378|refseq:NP_005830,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1907,O15294,OGT,Homo sapiens (Human),P63092,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,refseq:NP_000507|refseq:NP_001070956|refseq:NP_001070957|refseq:NP_001070958|refseq:NP_001296769|refseq:NP_536350|refseq:NP_536351,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1908,O15294,OGT,Homo sapiens (Human),Q5H9R7,PPP6R3,Serine/threonine-protein phosphatase 6 regulatory subunit 3,refseq:NP_001157632|refseq:NP_001157633|refseq:NP_001157634|refseq:NP_001157635|refseq:NP_001157636|refseq:NP_060782|refseq:XP_006718676|refseq:XP_006718677|refseq:XP_006718681|refseq:XP_006718687|refseq:XP_011543442|refseq:XP_016873451|refseq:XP_016873452|refseq:XP_016873455,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1909,O15294,OGT,Homo sapiens (Human),O95816,BAG2,BAG family molecular chaperone regulator 2,refseq:NP_004273|refseq:XP_005249547|refseq:XP_011513300|refseq:XP_011513301,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1910,O15294,OGT,Homo sapiens (Human),P31942,HNRNPH3,Heterogeneous nuclear ribonucleoprotein H3,refseq:NP_001309363|refseq:NP_001309365|refseq:NP_001309366|refseq:NP_001309367|refseq:NP_001309368|refseq:NP_001309369|refseq:NP_001309370|refseq:NP_001309374|refseq:NP_001309375|refseq:NP_001309376|refseq:NP_001309377|refseq:NP_001309378|refseq:NP_036339|refseq:NP_067676|refseq:XP_016871657|refseq:XP_016871658,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1911,O15294,OGT,Homo sapiens (Human),H0Y4X3,RBM39,RNA-binding protein 39,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1912,O15294,OGT,Homo sapiens (Human),Q96C36,PYCR2,Pyrroline-5-carboxylate reductase 2,refseq:NP_001258610|refseq:NP_037460,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1913,O15294,OGT,Homo sapiens (Human),Q92560,BAP1,Ubiquitin carboxyl-terminal hydrolase BAP1,refseq:NP_004647,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1914,O15294,OGT,Homo sapiens (Human),K7ERI7,RPL22,60S ribosomal protein L22,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1915,O15294,OGT,Homo sapiens (Human),J3KQ37,RGPD8,RANBP2-like and GRIP domain-containing protein 8,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1916,O15294,OGT,Homo sapiens (Human),Q15269,PWP2,Periodic tryptophan protein 2 homolog,refseq:NP_005040|refseq:XP_006723973|refseq:XP_011507205,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1917,O15294,OGT,Homo sapiens (Human),P53999,SUB1,Activated RNA polymerase II transcriptional coactivator p15,refseq:NP_006704|refseq:XP_011512246|refseq:XP_016864475|refseq:XP_016864476,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1918,O15294,OGT,Homo sapiens (Human),P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,refseq:NP_002941,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1919,O15294,OGT,Homo sapiens (Human),Q13162,PRDX4,Peroxiredoxin-4,refseq:NP_006397,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1920,O15294,OGT,Homo sapiens (Human),Q01831,XPC,DNA repair protein complementing XP-C cells,refseq:NP_004619,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1921,O15294,OGT,Homo sapiens (Human),Q15046,KARS1,Lysine--tRNA ligase,refseq:NP_001123561|refseq:NP_005539,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1922,O15294,OGT,Homo sapiens (Human),P62701,RPS4X,"40S ribosomal protein S4, X isoform",refseq:NP_000998,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1923,O15294,OGT,Homo sapiens (Human),P82914,MRPS15,"28S ribosomal protein S15, mitochondrial",refseq:NP_112570,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1924,O15294,OGT,Homo sapiens (Human),R4GMT0,ACTR1A,Alpha-centractin,,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1925,O15294,OGT,Homo sapiens (Human),Q8IX01,SUGP2,SURP and G-patch domain-containing protein 2,refseq:NP_001017392|refseq:NP_001308626|refseq:NP_055699|refseq:XP_016881626,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1926,O15294,OGT,Homo sapiens (Human),Q9UQR0,SCML2,Sex comb on midleg-like protein 2,refseq:NP_006080|refseq:XP_016884708|refseq:XP_016884709,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1927,O15294,OGT,Homo sapiens (Human),P55072,VCP,Transitional endoplasmic reticulum ATPase,refseq:NP_009057,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1928,O15294,OGT,Homo sapiens (Human),O75400,PRPF40A,Pre-mRNA-processing factor 40 homolog A,refseq:NP_060362,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1929,O15294,OGT,Homo sapiens (Human),P62258,YWHAE,14-3-3 protein epsilon,refseq:NP_006752,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1930,O15294,OGT,Homo sapiens (Human),Q14974,KPNB1,Importin subunit beta-1,refseq:NP_001263382|refseq:NP_002256,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1931,O15294,OGT,Homo sapiens (Human),P42166,TMPO,"Lamina-associated polypeptide 2, isoform alpha",refseq:NP_003267,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1932,O15294,OGT,Homo sapiens (Human),E9PDU5,WDR6,WD repeat-containing protein 6,refseq:NP_001307476,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1933,O15294,OGT,Homo sapiens (Human),Q03164,KMT2A,Histone-lysine N-methyltransferase 2A,refseq:NP_001184033|refseq:NP_005924,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1934,O15294,OGT,Homo sapiens (Human),Q86TJ2,TADA2B,Transcriptional adapter 2-beta,refseq:NP_689506|refseq:XP_011511897,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1935,O15294,OGT,Homo sapiens (Human),Q8WWM7,ATXN2L,Ataxin-2-like protein,refseq:NP_009176|refseq:NP_059867|refseq:NP_663760|refseq:NP_680780|refseq:NP_680781|refseq:NP_680782|refseq:XP_005255123,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
1936,O15294,OGT,Homo sapiens (Human),Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3,refseq:NP_055521,anti tag coimmunoprecipitation,30052810,High throughput,GUMC,,,
